model,train_metrics,val_metrics,test_metrics
GCN,"{'pearson_r': tensor(0.9848, device='cuda:0'), 'mae': 0.15043841578342296, 'mse': 0.04420474454484604, 'rmse': 0.20907991075957263, 'r2': 0.9686978951742827}","{'pearson_r': tensor(0.7752, device='cuda:0'), 'mae': 0.569724902510643, 'mse': 0.6193742826581001, 'rmse': 0.7830978184938431, 'r2': 0.5857909776863353}","{'pearson_r': tensor(0.7076, device='cuda:0'), 'mae': 0.6676640510559082, 'mse': 0.8405870646238327, 'rmse': 0.9141704887151718, 'r2': 0.4427526458967643}"
