model,train_metrics,val_metrics,test_metrics
GCN,"{'pearson_r': tensor(0.5922, device='cuda:0'), 'mae': 1.0620494524637858, 'mse': 1.918263578414917, 'rmse': 1.374904251098633, 'r2': 0.3151707772162242}","{'pearson_r': tensor(0.6255, device='cuda:0'), 'mae': 1.0840214490890503, 'mse': 1.8728935718536377, 'rmse': 1.3684664368629456, 'r2': 0.3901601372612377}","{'pearson_r': tensor(0.5206, device='cuda:0'), 'mae': 1.0552895665168762, 'mse': 1.8999768495559692, 'rmse': 1.3766737580299377, 'r2': 0.2676368329998173}"
