model,train_metrics,val_metrics,test_metrics
GCN,"{'pearson_r': tensor(0.2941, device='cuda:0'), 'mae': 3.480437914530436, 'mse': 14.816521835327148, 'rmse': 3.8452425479888914, 'r2': -4.433419253634506}","{'pearson_r': tensor(0.3363, device='cuda:0'), 'mae': 3.4932533502578735, 'mse': 15.119179248809814, 'rmse': 3.888140082359314, 'r2': -3.923063302641398}","{'pearson_r': tensor(0.3833, device='cuda:0'), 'mae': 3.301482915878296, 'mse': 13.350068092346191, 'rmse': 3.6531962156295776, 'r2': -4.22378781314362}"
