model,train_metrics,val_metrics,test_metrics
GCN,"{'auc': 0.9997419203984849, 'prauc': 0.9999053542827279, 'acc': 0.989967105263158, 'prc': 0.9999091144088772, 'f1': 0.9930713582671665}","{'auc': 0.9097904822627207, 'prauc': 0.972148337091962, 'acc': 0.8975, 'prc': 0.9719639794618354, 'f1': 0.9349222447599729}","{'auc': 0.9427588218820014, 'prauc': 0.9876524264548168, 'acc': 0.9024959415584415, 'prc': 0.9875685374134008, 'f1': 0.9413067552602435}"
