model,train_metrics,val_metrics,test_metrics
GCN,"{'pearson_r': tensor(0.8647, device='cuda:0'), 'mae': 0.5794322788715363, 'mse': 0.7496007308363914, 'rmse': 0.8422292694449425, 'r2': 0.7399917986138763}","{'pearson_r': tensor(0.8071, device='cuda:0'), 'mae': 0.7047840356826782, 'mse': 1.0863248109817505, 'rmse': 1.0422691106796265, 'r2': 0.6446330730664103}","{'pearson_r': tensor(0.8148, device='cuda:0'), 'mae': 0.7498317360877991, 'mse': 0.8886270523071289, 'rmse': 0.9426701664924622, 'r2': 0.6636616600796524}"
