model,train_metrics,val_metrics,test_metrics
GCN,"{'auc': 0.9848804284031968, 'prauc': 0.994831668973962, 'acc': 0.9572541873449131, 'prc': 0.9947682585163267, 'f1': 0.9724596174063229}","{'auc': 0.9120918367346939, 'prauc': 0.9774154984350798, 'acc': 0.8686079545454546, 'prc': 0.9770584805757528, 'f1': 0.9209912960125652}","{'auc': 0.8963848039215687, 'prauc': 0.9702132181063863, 'acc': 0.9107572115384616, 'prc': 0.9686852178986071, 'f1': 0.9465411374025375}"
