model,train_metrics,val_metrics,test_metrics
GCN,"{'pearson_r': tensor(-0.0939, device='cuda:0'), 'mae': 4.680301411946615, 'mse': 26.31577008565267, 'rmse': 5.124686781565348, 'r2': -8.718390397199528}","{'pearson_r': tensor(-0.0853, device='cuda:0'), 'mae': 4.49397087097168, 'mse': 25.343207359313965, 'rmse': 5.02645206451416, 'r2': -7.382157253904843}","{'pearson_r': tensor(-0.1546, device='cuda:0'), 'mae': 4.409853458404541, 'mse': 23.91852378845215, 'rmse': 4.888739585876465, 'r2': -8.38017000139064}"
