model,train_metrics,val_metrics,test_metrics
GCN,"{'pearson_r': 9.269618273953661e-07, 'mae': 6.6008393499586315, 'mse': 48.118626276652016, 'rmse': 6.933671209547255}","{'pearson_r': nan, 'mae': 5.515852292378743, 'mse': 32.62260373433431, 'rmse': 5.708340644836426}","{'pearson_r': nan, 'mae': 5.754845301310222, 'mse': 38.40296936035156, 'rmse': 6.189760684967041}"
